adgroup_id,展示量,点击量,点击率百分比
97568,44,4,9.09
99372,5,4,80.0
100146,35,4,11.43
97100,87,4,4.6
103274,74,4,5.41
100379,79,4,5.06
100641,64,4,6.25
102489,47,4,8.51
103205,43,4,9.3
102355,43,4,9.3
101463,26,4,15.38
103805,32,4,12.5
102674,65,4,6.15
102420,62,4,6.45
100180,89,4,4.49
101522,39,4,10.26
103413,38,4,10.53
101523,301,4,1.33
100184,127,4,3.15
6357,104,3,2.88
11710,21,3,14.29
6962,48,3,6.25
9217,49,3,6.12
8827,22,3,13.64
5965,32,3,9.38
2189,116,3,2.59
10881,24,3,12.5
5142,13,3,23.08
13132,103,3,2.91
10070,44,3,6.82
12580,5,3,60.0
12583,45,3,6.67
12853,66,3,4.55
1770,28,3,10.71
6197,36,3,8.33
5610,130,3,2.31
10026,38,3,7.89
12609,33,3,9.09
11811,27,3,11.11
5418,10,3,30.0
520,62,3,4.84
7382,18,3,16.67
7646,63,3,4.76
5187,31,3,9.68
11438,9,3,33.33
8308,49,3,6.12
12383,21,3,14.29
13059,19,3,15.79
4887,46,3,6.52
10066,42,3,7.14
4098,55,3,5.45
8227,24,3,12.5
6791,52,3,5.77
10577,47,3,6.38
7126,64,3,4.69
3879,53,3,5.66
7369,37,3,8.11
12528,33,3,9.09
11731,6,3,50.0
7288,85,3,3.53
5617,27,3,11.11
7496,8,3,37.5
12135,61,3,4.92
10429,21,3,14.29
4467,20,3,15.0
11485,23,3,13.04
16861,32,3,9.38
13483,102,3,2.94
21710,31,3,9.68
14367,57,3,5.26
14733,19,3,15.79
14496,66,3,4.55
15332,45,3,6.67
23669,55,3,5.45
15920,45,3,6.67
18392,71,3,4.23
20042,33,3,9.09
23699,94,3,3.19
22023,66,3,4.55
16467,17,3,17.65
21312,25,3,12.0
20014,19,3,15.79
15811,73,3,4.11
19879,19,3,15.79
17755,42,3,7.14
17186,71,3,4.23
17515,12,3,25.0
13579,26,3,11.54
18499,38,3,7.89
16460,56,3,5.36
25090,46,3,6.52
20871,38,3,7.89
18921,48,3,6.25
15526,43,3,6.98
18312,7,3,42.86
14690,142,3,2.11
17881,13,3,23.08
14107,77,3,3.9
18396,49,3,6.12
19495,60,3,5.0
17667,13,3,23.08
25223,30,3,10.0
25170,62,3,4.84
14259,34,3,8.82
17845,21,3,14.29
24007,56,3,5.36
18321,45,3,6.67
20792,7,3,42.86
15020,85,3,3.53
21060,52,3,5.77
24025,65,3,4.62
15288,96,3,3.13
23637,32,3,9.38
15084,14,3,21.43
16151,18,3,16.67
22829,36,3,8.33
16307,56,3,5.36
24469,31,3,9.68
15874,37,3,8.11
13970,55,3,5.45
20952,29,3,10.34
14963,76,3,3.95
22896,87,3,3.45
24606,32,3,9.38
20249,78,3,3.85
23477,12,3,25.0
27977,55,3,5.45
26921,68,3,4.41
33012,81,3,3.7
35191,25,3,12.0
30972,19,3,15.79
36523,23,3,13.04
35067,93,3,3.23
28023,60,3,5.0
32848,39,3,7.69
34526,24,3,12.5
31918,166,3,1.81
30131,61,3,4.92
27835,35,3,8.57
33039,70,3,4.29
35609,38,3,7.89
34976,43,3,6.98
30560,41,3,7.32
28390,11,3,27.27
26388,9,3,33.33
36183,44,3,6.82
34475,80,3,3.75
27927,14,3,21.43
33822,105,3,2.86
35048,20,3,15.0
33608,53,3,5.66
28563,36,3,8.33
25821,18,3,16.67
29126,102,3,2.94
27032,47,3,6.38
34737,31,3,9.68
35602,60,3,5.0
29695,87,3,3.45
31515,30,3,10.0
25894,51,3,5.88
27772,13,3,23.08
35550,47,3,6.38
32350,50,3,6.0
26808,86,3,3.49
30185,14,3,21.43
25753,15,3,20.0
36546,55,3,5.45
27586,38,3,7.89
28538,38,3,7.89
29757,26,3,11.54
42609,23,3,13.04
39525,11,3,27.27
40736,16,3,18.75
44995,44,3,6.82
41789,13,3,23.08
40124,50,3,6.0
40826,34,3,8.82
37207,19,3,15.79
42516,69,3,4.35
40161,33,3,9.09
37179,58,3,5.17
37184,52,3,5.77
44385,40,3,7.5
37145,45,3,6.67
38773,59,3,5.08
43496,55,3,5.45
39313,13,3,23.08
44624,49,3,6.12
38513,25,3,12.0
37391,173,3,1.73
40222,26,3,11.54
43137,21,3,14.29
38432,33,3,9.09
39431,64,3,4.69
43183,21,3,14.29
37637,22,3,13.64
44725,60,3,5.0
38416,31,3,9.68
40834,92,3,3.26
39834,67,3,4.48
37745,63,3,4.76
41177,40,3,7.5
37843,81,3,3.7
36656,23,3,13.04
40641,41,3,7.32
37947,46,3,6.52
44439,38,3,7.89
44701,83,3,3.61
37066,226,3,1.33
38854,187,3,1.6
40594,19,3,15.79
39876,35,3,8.57
38901,16,3,18.75
39226,42,3,7.14
37451,69,3,4.35
43055,27,3,11.11
44036,34,3,8.82
42718,33,3,9.09
42590,9,3,33.33
44435,18,3,16.67
38392,39,3,7.69
43227,38,3,7.89
47753,44,3,6.82
52288,99,3,3.03
48805,28,3,10.71
52719,94,3,3.19
53449,40,3,7.5
46637,24,3,12.5
49201,28,3,10.71
50908,51,3,5.88
51159,14,3,21.43
52399,42,3,7.14
53029,47,3,6.38
49206,34,3,8.82
50093,93,3,3.23
49805,16,3,18.75
49864,25,3,12.0
49410,50,3,6.0
46343,10,3,30.0
52590,36,3,8.33
48503,130,3,2.31
46131,18,3,16.67
54184,21,3,14.29
53588,98,3,3.06
49716,43,3,6.98
54253,77,3,3.9
53645,44,3,6.82
45400,11,3,27.27
48478,85,3,3.53
52853,5,3,60.0
45315,39,3,7.69
46300,64,3,4.69
50299,25,3,12.0
53305,12,3,25.0
49092,111,3,2.7
51644,42,3,7.14
52198,30,3,10.0
54035,16,3,18.75
52661,14,3,21.43
49064,24,3,12.5
52650,45,3,6.67
52860,78,3,3.85
51837,36,3,8.33
52383,24,3,12.5
53763,78,3,3.85
46930,77,3,3.9
48637,11,3,27.27
45692,94,3,3.19
50398,50,3,6.0
52498,24,3,12.5
48027,37,3,8.11
48769,58,3,5.17
54375,29,3,10.34
51211,18,3,16.67
46665,62,3,4.84
51587,34,3,8.82
48483,35,3,8.57
54096,31,3,9.68
50499,31,3,9.68
53089,12,3,25.0
47365,39,3,7.69
50845,14,3,21.43
53635,7,3,42.86
51841,53,3,5.66
61354,13,3,23.08
61272,68,3,4.41
60935,44,3,6.82
61014,46,3,6.52
55209,89,3,3.37
54610,19,3,15.79
63270,116,3,2.59
56237,60,3,5.0
57761,21,3,14.29
55685,57,3,5.26
55506,31,3,9.68
61780,57,3,5.26
60152,17,3,17.65
58074,105,3,2.86
62593,82,3,3.66
58724,29,3,10.34
57061,23,3,13.04
62045,20,3,15.0
62469,40,3,7.5
54988,32,3,9.38
60685,6,3,50.0
59373,36,3,8.33
57617,47,3,6.38
61779,69,3,4.35
61580,47,3,6.38
59888,50,3,6.0
62597,67,3,4.48
58184,143,3,2.1
60002,29,3,10.34
57662,70,3,4.29
62982,33,3,9.09
59469,114,3,2.63
60421,37,3,8.11
56947,69,3,4.35
55456,73,3,4.11
60030,9,3,33.33
60578,19,3,15.79
57220,100,3,3.0
56072,45,3,6.67
57623,124,3,2.42
57928,46,3,6.52
60616,42,3,7.14
60774,56,3,5.36
55939,16,3,18.75
58264,83,3,3.61
62927,33,3,9.09
59014,32,3,9.38
62801,47,3,6.38
62303,42,3,7.14
54902,13,3,23.08
60858,96,3,3.13
66738,46,3,6.52
67489,39,3,7.69
69073,100,3,3.0
70218,19,3,15.79
72516,36,3,8.33
68959,38,3,7.89
64198,49,3,6.12
69704,20,3,15.0
63673,37,3,8.11
73432,37,3,8.11
67673,26,3,11.54
69388,102,3,2.94
63837,16,3,18.75
69725,56,3,5.36
65962,19,3,15.79
71419,17,3,17.65
70307,117,3,2.56
70068,49,3,6.12
68324,46,3,6.52
69606,42,3,7.14
63926,18,3,16.67
64379,87,3,3.45
66850,57,3,5.26
72069,47,3,6.38
70955,51,3,5.88
66378,67,3,4.48
63804,50,3,6.0
71338,111,3,2.7
71148,58,3,5.17
65327,51,3,5.88
70250,57,3,5.26
69985,26,3,11.54
66951,41,3,7.32
63526,41,3,7.32
64192,6,3,50.0
67703,50,3,6.0
63959,42,3,7.14
64607,21,3,14.29
64143,81,3,3.7
68164,35,3,8.57
73228,81,3,3.7
65217,89,3,3.37
67039,74,3,4.05
69370,25,3,12.0
64321,7,3,42.86
72911,86,3,3.49
67255,68,3,4.41
70509,49,3,6.12
72486,29,3,10.34
68917,41,3,7.32
80033,46,3,6.52
75102,47,3,6.38
76236,37,3,8.11
82151,16,3,18.75
81639,9,3,33.33
79776,80,3,3.75
82463,51,3,5.88
82303,36,3,8.33
75408,25,3,12.0
76509,27,3,11.11
76753,33,3,9.09
83389,46,3,6.52
82006,42,3,7.14
73990,42,3,7.14
78235,51,3,5.88
82696,123,3,2.44
82190,33,3,9.09
79317,24,3,12.5
75858,10,3,30.0
82470,18,3,16.67
82495,28,3,10.71
73976,78,3,3.85
79969,11,3,27.27
76290,200,3,1.5
74485,28,3,10.71
74290,33,3,9.09
73949,71,3,4.23
82452,36,3,8.33
81228,72,3,4.17
73824,57,3,5.26
78406,79,3,3.8
80000,113,3,2.65
83035,15,3,20.0
82544,12,3,25.0
78320,11,3,27.27
83411,38,3,7.89
76042,45,3,6.67
80931,50,3,6.0
83000,36,3,8.33
75218,8,3,37.5
75795,28,3,10.71
80421,51,3,5.88
83600,38,3,7.89
73981,13,3,23.08
73784,23,3,13.04
76706,34,3,8.82
81289,20,3,15.0
74353,52,3,5.77
83238,12,3,25.0
78360,41,3,7.32
80070,16,3,18.75
79960,45,3,6.67
75609,16,3,18.75
74408,64,3,4.69
77416,38,3,7.89
82330,37,3,8.11
74988,23,3,13.04
74320,30,3,10.0
83962,17,3,17.65
89874,29,3,10.34
90105,8,3,37.5
85910,17,3,17.65
90968,41,3,7.32
92341,22,3,13.64
84540,34,3,8.82
85582,49,3,6.12
89632,28,3,10.71
84590,39,3,7.69
85992,29,3,10.34
84080,36,3,8.33
87432,27,3,11.11
90122,12,3,25.0
92356,53,3,5.66
88028,29,3,10.34
90813,10,3,30.0
92934,34,3,8.82
90916,21,3,14.29
91323,35,3,8.57
87571,52,3,5.77
85418,60,3,5.0
85664,23,3,13.04
92171,26,3,11.54
84740,40,3,7.5
85395,35,3,8.57
86419,32,3,9.38
86969,56,3,5.36
90588,25,3,12.0
90309,26,3,11.54
90953,39,3,7.69
90050,22,3,13.64
91710,33,3,9.09
85481,31,3,9.68
84738,17,3,17.65
88901,33,3,9.09
90224,17,3,17.65
89556,58,3,5.17
89396,36,3,8.33
84119,26,3,11.54
92726,62,3,4.84
90424,60,3,5.0
84280,54,3,5.56
86864,145,3,2.07
88873,12,3,25.0
89559,30,3,10.0
90084,44,3,6.82
88628,9,3,33.33
85957,26,3,11.54
86065,22,3,13.64
88170,10,3,30.0
92492,119,3,2.52
90463,53,3,5.66
91110,33,3,9.09
86150,28,3,10.71
88564,13,3,23.08
87606,23,3,13.04
90789,16,3,18.75
90937,21,3,14.29
96111,31,3,9.68
93639,34,3,8.82
96952,58,3,5.17
96945,25,3,12.0
96110,33,3,9.09
98167,32,3,9.38
97666,86,3,3.49
93376,34,3,8.82
93890,12,3,25.0
93897,29,3,10.34
96630,22,3,13.64
97184,30,3,10.0
97709,29,3,10.34
99483,54,3,5.56
97475,41,3,7.32
97925,12,3,25.0
99921,79,3,3.8
93416,12,3,25.0
97395,61,3,4.92
93371,37,3,8.11
97935,30,3,10.0
99686,85,3,3.53
96023,16,3,18.75
98322,100,3,3.0
93156,16,3,18.75
99405,31,3,9.68
99537,81,3,3.7
95691,71,3,4.23
97244,37,3,8.11
100067,51,3,5.88
94592,30,3,10.0
98705,23,3,13.04
99548,30,3,10.0
96077,18,3,16.67
97258,25,3,12.0
95570,19,3,15.79
96803,62,3,4.84
96974,106,3,2.83
98513,67,3,4.48
99458,141,3,2.13
94423,121,3,2.48
96049,44,3,6.82
94517,36,3,8.33
102561,35,3,8.57
103541,31,3,9.68
101846,28,3,10.71
103230,44,3,6.82
102898,75,3,4.0
100254,22,3,13.64
102148,54,3,5.56
102804,67,3,4.48
100300,80,3,3.75
101069,23,3,13.04
104210,16,3,18.75
104355,22,3,13.64
102346,76,3,3.95
101075,79,3,3.8
104351,43,3,6.98
103985,53,3,5.66
103732,49,3,6.12
103029,48,3,6.25
102729,100,3,3.0
103480,21,3,14.29
102114,15,3,20.0
101251,112,3,2.68
102149,39,3,7.69
103486,41,3,7.32
102875,29,3,10.34
101746,24,3,12.5
103787,48,3,6.25
101379,100,3,3.0
101850,73,3,4.11
102908,57,3,5.26
104045,31,3,9.68
103631,30,3,10.0
103921,83,3,3.61
7833,18,2,11.11
8701,25,2,8.0
830,12,2,16.67
8681,3,2,66.67
2209,11,2,18.18
4830,14,2,14.29
2134,25,2,8.0
1280,53,2,3.77
8899,16,2,12.5
2675,28,2,7.14
3171,20,2,10.0
4014,12,2,16.67
9588,23,2,8.7
10518,15,2,13.33
8040,86,2,2.33
10932,33,2,6.06
7725,17,2,11.76
8176,48,2,4.17
8205,44,2,4.55
6786,31,2,6.45
9283,29,2,6.9
10318,29,2,6.9
6537,2,2,100.0
1644,21,2,9.52
5231,27,2,7.41
5343,8,2,25.0
10833,33,2,6.06
8226,29,2,6.9
9092,24,2,8.33
9827,27,2,7.41
1394,37,2,5.41
12024,23,2,8.7
12452,22,2,9.09
3350,34,2,5.88
1167,13,2,15.38
9396,43,2,4.65
8360,34,2,5.88
9012,15,2,13.33
13097,21,2,9.52
6568,36,2,5.56
1321,33,2,6.06
6588,15,2,13.33
11262,28,2,7.14
3999,18,2,11.11
8094,67,2,2.99
9204,8,2,25.0
1231,108,2,1.85
3610,23,2,8.7
7233,19,2,10.53
8589,8,2,25.0
4059,66,2,3.03
2305,5,2,40.0
7552,110,2,1.82
7640,28,2,7.14
12822,25,2,8.0
1369,14,2,14.29
3137,63,2,3.17
3854,29,2,6.9
6693,78,2,2.56
3710,83,2,2.41
1669,36,2,5.56
11182,6,2,33.33
7487,22,2,9.09
9259,52,2,3.85
2865,23,2,8.7
1914,26,2,7.69
4149,22,2,9.09
11235,19,2,10.53
6257,143,2,1.4
11089,26,2,7.69
3589,9,2,22.22
524,40,2,5.0
6064,68,2,2.94
9307,55,2,3.64
1356,10,2,20.0
13090,7,2,28.57
7397,20,2,10.0
8298,57,2,3.51
8914,12,2,16.67
10356,52,2,3.85
6545,13,2,15.38
10174,62,2,3.23
9227,11,2,18.18
11772,48,2,4.17
480,43,2,4.65
4053,55,2,3.64
9506,23,2,8.7
5321,2,2,100.0
3911,40,2,5.0
6398,31,2,6.45
9656,14,2,14.29
12674,41,2,4.88
6569,87,2,2.3
2435,84,2,2.38
6796,29,2,6.9
12557,9,2,22.22
6409,11,2,18.18
2491,9,2,22.22
2503,48,2,4.17
1758,10,2,20.0
4462,20,2,10.0
10148,21,2,9.52
3472,10,2,20.0
12594,8,2,25.0
3223,54,2,3.7
12060,8,2,25.0
1680,59,2,3.39
5011,5,2,40.0
11460,78,2,2.56
3535,7,2,28.57
6114,15,2,13.33
9392,27,2,7.41
9796,10,2,20.0
5228,40,2,5.0
8114,21,2,9.52
4748,33,2,6.06
5164,13,2,15.38
9266,10,2,20.0
10970,9,2,22.22
10636,29,2,6.9
8209,5,2,40.0
10515,22,2,9.09
3980,92,2,2.17
2110,14,2,14.29
7565,16,2,12.5
10488,70,2,2.86
5848,48,2,4.17
13875,26,2,7.69
22965,36,2,5.56
18405,61,2,3.28
16800,36,2,5.56
18908,10,2,20.0
24994,5,2,40.0
20069,49,2,4.08
23464,20,2,10.0
14808,51,2,3.92
19724,20,2,10.0
14128,68,2,2.94
21260,138,2,1.45
13694,44,2,4.55
20854,11,2,18.18
19100,28,2,7.14
16292,46,2,4.35
20574,48,2,4.17
22352,33,2,6.06
16082,17,2,11.76
14903,24,2,8.33
13518,20,2,10.0
17790,61,2,3.28
16305,25,2,8.0
21949,91,2,2.2
23495,16,2,12.5
21251,76,2,2.63
14823,7,2,28.57
14008,11,2,18.18
15247,13,2,15.38
15947,93,2,2.15
16764,13,2,15.38
19285,10,2,20.0
21510,74,2,2.7
17120,6,2,33.33
13485,29,2,6.9
15117,32,2,6.25
21606,9,2,22.22
13493,6,2,33.33
23035,49,2,4.08
13792,35,2,5.71
15953,68,2,2.94
19705,16,2,12.5
20752,50,2,4.0
22893,11,2,18.18
18584,13,2,15.38
13433,72,2,2.78
20791,22,2,9.09
14641,25,2,8.0
14702,29,2,6.9
16486,21,2,9.52
16617,4,2,50.0
14129,25,2,8.0
24296,15,2,13.33
24614,23,2,8.7
24593,38,2,5.26
25112,20,2,10.0
23916,42,2,4.76
19745,79,2,2.53
20627,11,2,18.18
22332,39,2,5.13
17146,25,2,8.0
18421,31,2,6.45
23196,14,2,14.29
24212,16,2,12.5
13704,26,2,7.69
23630,16,2,12.5
15273,20,2,10.0
24970,15,2,13.33
13715,8,2,25.0
21560,58,2,3.45
18854,21,2,9.52
21533,53,2,3.77
14279,37,2,5.41
15153,20,2,10.0
22239,30,2,6.67
24206,94,2,2.13
24861,35,2,5.71
16812,18,2,11.11
20005,61,2,3.28
15608,31,2,6.45
19562,17,2,11.76
24906,24,2,8.33
19771,64,2,3.13
19381,45,2,4.44
17310,62,2,3.23
19157,75,2,2.67
13548,24,2,8.33
14756,22,2,9.09
22719,87,2,2.3
18276,17,2,11.76
16293,19,2,10.53
20983,77,2,2.6
23678,25,2,8.0
19982,6,2,33.33
23490,119,2,1.68
14168,47,2,4.26
19533,20,2,10.0
19108,11,2,18.18
13296,64,2,3.13
22635,45,2,4.44
23256,17,2,11.76
24411,20,2,10.0
15803,64,2,3.13
19147,34,2,5.88
23446,60,2,3.33
16787,21,2,9.52
19571,9,2,22.22
19251,6,2,33.33
15848,13,2,15.38
19527,19,2,10.53
18192,15,2,13.33
23530,14,2,14.29
19849,18,2,11.11
20306,30,2,6.67
13613,14,2,14.29
23358,15,2,13.33
14863,69,2,2.9
19376,25,2,8.0
27583,20,2,10.0
32094,5,2,40.0
25908,54,2,3.7
26713,26,2,7.69
34817,25,2,8.0
33804,34,2,5.88
33784,13,2,15.38
36236,17,2,11.76
36399,28,2,7.14
31330,15,2,13.33
25837,9,2,22.22
28493,58,2,3.45
35009,43,2,4.65
29191,9,2,22.22
35527,82,2,2.44
36226,13,2,15.38
28947,24,2,8.33
26315,13,2,15.38
31150,16,2,12.5
29027,7,2,28.57
29741,61,2,3.28
32851,11,2,18.18
26579,38,2,5.26
35725,37,2,5.41
27503,38,2,5.26
31684,28,2,7.14
27502,33,2,6.06
27756,7,2,28.57
27742,21,2,9.52
33830,6,2,33.33
34807,20,2,10.0
26536,20,2,10.0
35433,29,2,6.9
27109,41,2,4.88
30667,8,2,25.0
27881,45,2,4.44
30497,50,2,4.0
34240,45,2,4.44
33802,31,2,6.45
30392,44,2,4.55
25823,23,2,8.7
33710,10,2,20.0
32641,48,2,4.17
30920,67,2,2.99
29726,7,2,28.57
25552,21,2,9.52
35758,34,2,5.88
36375,48,2,4.17
28045,81,2,2.47
32754,15,2,13.33
28713,24,2,8.33
34632,44,2,4.55
30766,20,2,10.0
33957,71,2,2.82
31148,27,2,7.41
27598,12,2,16.67
31860,65,2,3.08
33496,22,2,9.09
33408,49,2,4.08
31892,24,2,8.33
27237,6,2,33.33
31041,6,2,33.33
29774,48,2,4.17
30461,59,2,3.39
31766,22,2,9.09
26906,26,2,7.69
30172,10,2,20.0
27012,21,2,9.52
27360,26,2,7.69
31709,32,2,6.25
27516,22,2,9.09
28821,14,2,14.29
36498,37,2,5.41
34840,18,2,11.11
27968,65,2,3.08
31554,55,2,3.64
27589,22,2,9.09
29423,54,2,3.7
32032,31,2,6.45
32205,20,2,10.0
26574,97,2,2.06
33910,17,2,11.76
27710,55,2,3.64
32687,14,2,14.29
32640,13,2,15.38
25474,50,2,4.0
34216,56,2,3.57
27864,27,2,7.41
34226,23,2,8.7
35111,18,2,11.11
27783,7,2,28.57
32651,4,2,50.0
36254,7,2,28.57
31337,18,2,11.11
32606,13,2,15.38
35164,6,2,33.33
28326,17,2,11.76
31156,68,2,2.94
30425,6,2,33.33
26559,28,2,7.14
35813,21,2,9.52
25368,56,2,3.57
30682,33,2,6.06
30196,15,2,13.33
27601,27,2,7.41
34080,40,2,5.0
34351,18,2,11.11
26503,30,2,6.67
35440,3,2,66.67
28549,38,2,5.26
29008,32,2,6.25
34897,55,2,3.64
30625,12,2,16.67
42834,6,2,33.33
40687,3,2,66.67
38150,19,2,10.53
38138,72,2,2.78
39696,54,2,3.7
45043,5,2,40.0
44913,41,2,4.88
44941,58,2,3.45
39400,62,2,3.23
44102,24,2,8.33
44620,40,2,5.0
44075,48,2,4.17
41963,26,2,7.69
39208,27,2,7.41
43156,59,2,3.39
37857,6,2,33.33
36659,21,2,9.52
39774,9,2,22.22
37160,2,2,100.0
39654,38,2,5.26
41162,116,2,1.72
44026,49,2,4.08
41518,13,2,15.38
40708,122,2,1.64
38663,48,2,4.17
41471,3,2,66.67
38570,12,2,16.67
42876,18,2,11.11
39011,27,2,7.41
42681,31,2,6.45
40065,16,2,12.5
37666,32,2,6.25
39711,63,2,3.17
44260,29,2,6.9
43795,11,2,18.18
40749,30,2,6.67
44080,14,2,14.29
44328,31,2,6.45
44721,40,2,5.0
41748,48,2,4.17
43333,33,2,6.06
39881,26,2,7.69
37463,52,2,3.85
43480,31,2,6.45
43515,39,2,5.13
42091,9,2,22.22
39454,132,2,1.52
42296,31,2,6.45
44172,35,2,5.71
45099,11,2,18.18
37350,46,2,4.35
42008,17,2,11.76
44862,8,2,25.0
44432,51,2,3.92
42291,4,2,50.0
40615,11,2,18.18
41194,9,2,22.22
45145,32,2,6.25
43830,14,2,14.29
41511,32,2,6.25
45201,18,2,11.11
43989,64,2,3.13
43203,24,2,8.33
39996,158,2,1.27
40906,21,2,9.52
39890,114,2,1.75
40517,79,2,2.53
44110,23,2,8.7
38167,59,2,3.39
43437,9,2,22.22
41588,19,2,10.53
39841,26,2,7.69
44249,21,2,9.52
39577,47,2,4.26
44782,49,2,4.08
43182,77,2,2.6
37416,16,2,12.5
42560,9,2,22.22
38189,97,2,2.06
41036,23,2,8.7
39380,13,2,15.38
43395,53,2,3.77
43882,41,2,4.88
40697,67,2,2.99
38090,5,2,40.0
37227,25,2,8.0
38737,17,2,11.76
41343,13,2,15.38
40285,14,2,14.29
43721,43,2,4.65
43614,10,2,20.0
38243,49,2,4.08
37873,24,2,8.33
44483,32,2,6.25
44898,26,2,7.69
42840,25,2,8.0
42214,83,2,2.41
42524,30,2,6.67
38511,83,2,2.41
41235,20,2,10.0
50792,28,2,7.14
49241,18,2,11.11
49692,27,2,7.41
51071,44,2,4.55
52275,53,2,3.77
46797,62,2,3.23
46310,11,2,18.18
53177,10,2,20.0
48592,62,2,3.23
47340,50,2,4.0
51907,55,2,3.64
45708,7,2,28.57
47029,11,2,18.18
49001,43,2,4.65
51812,42,2,4.76
49486,54,2,3.7
47956,34,2,5.88
50117,70,2,2.86
50915,39,2,5.13
50598,14,2,14.29
53306,76,2,2.63
47870,13,2,15.38
46298,123,2,1.63
46795,119,2,1.68
47941,7,2,28.57
45647,17,2,11.76
50645,7,2,28.57
48835,39,2,5.13
48052,11,2,18.18
53707,19,2,10.53
47522,9,2,22.22
45433,14,2,14.29
48641,7,2,28.57
48612,30,2,6.67
50873,8,2,25.0
46493,27,2,7.41
53217,73,2,2.74
50273,13,2,15.38
47740,51,2,3.92
46937,12,2,16.67
54067,32,2,6.25
49376,16,2,12.5
50562,6,2,33.33
47971,78,2,2.56
50877,6,2,33.33
50317,43,2,4.65
52167,8,2,25.0
51162,44,2,4.55
47672,25,2,8.0
48389,7,2,28.57
54201,18,2,11.11
48454,101,2,1.98
53113,41,2,4.88
47720,61,2,3.28
46617,28,2,7.14
48001,54,2,3.7
50772,17,2,11.76
54193,71,2,2.82
53036,130,2,1.54
47051,36,2,5.56
47817,15,2,13.33
48013,3,2,66.67
53324,30,2,6.67
51843,37,2,5.41
45760,35,2,5.71
46945,31,2,6.45
49709,21,2,9.52
47462,32,2,6.25
48977,31,2,6.45
50170,57,2,3.51
47793,40,2,5.0
49280,3,2,66.67
50520,17,2,11.76
52078,181,2,1.1
48823,32,2,6.25
53131,26,2,7.69
49080,65,2,3.08
53275,12,2,16.67
52522,15,2,13.33
46023,36,2,5.56
51953,48,2,4.17
48204,80,2,2.5
53681,16,2,12.5
53457,22,2,9.09
50559,25,2,8.0
51931,18,2,11.11
53148,144,2,1.39
54126,16,2,12.5
57513,14,2,14.29
56465,56,2,3.57
61924,21,2,9.52
62718,66,2,3.03
56264,13,2,15.38
55465,19,2,10.53
55706,9,2,22.22
61112,64,2,3.13
59193,13,2,15.38
54898,10,2,20.0
58721,43,2,4.65
59862,45,2,4.44
61297,28,2,7.14
57259,17,2,11.76
56523,11,2,18.18
56243,43,2,4.65
60101,13,2,15.38
54756,76,2,2.63
60992,12,2,16.67
59772,209,2,0.96
60154,38,2,5.26
59009,57,2,3.51
60682,37,2,5.41
59442,7,2,28.57
62933,21,2,9.52
58034,20,2,10.0
59318,98,2,2.04
58421,31,2,6.45
60370,7,2,28.57
60426,37,2,5.41
54882,6,2,33.33
56163,23,2,8.7
57040,82,2,2.44
59495,13,2,15.38
62390,27,2,7.41
54540,31,2,6.45
55201,26,2,7.69
59485,24,2,8.33
59387,11,2,18.18
57770,14,2,14.29
62046,37,2,5.41
58271,15,2,13.33
59134,23,2,8.7
57261,54,2,3.7
57250,45,2,4.44
54863,17,2,11.76
54901,73,2,2.74
58614,51,2,3.92
61922,47,2,4.26
57470,37,2,5.41
60281,5,2,40.0
56713,11,2,18.18
56027,19,2,10.53
60069,9,2,22.22
58349,15,2,13.33
59804,33,2,6.06
59895,20,2,10.0
58314,20,2,10.0
58359,7,2,28.57
56164,32,2,6.25
57811,55,2,3.64
56692,19,2,10.53
57493,6,2,33.33
57455,46,2,4.35
56336,34,2,5.88
55856,12,2,16.67
57433,2,2,100.0
58546,6,2,33.33
59909,34,2,5.88
55737,80,2,2.5
61459,25,2,8.0
56715,2,2,100.0
59509,15,2,13.33
61979,49,2,4.08
61846,21,2,9.52
55112,10,2,20.0
55148,14,2,14.29
56113,29,2,6.9
55982,64,2,3.13
60053,95,2,2.11
60740,16,2,12.5
60800,21,2,9.52
63237,12,2,16.67
61575,186,2,1.08
62984,37,2,5.41
60019,44,2,4.55
59208,51,2,3.92
56645,27,2,7.41
62177,19,2,10.53
54781,23,2,8.7
56478,53,2,3.77
55817,40,2,5.0
66277,24,2,8.33
71984,9,2,22.22
72052,34,2,5.88
71480,47,2,4.26
72793,38,2,5.26
71626,14,2,14.29
66331,15,2,13.33
67639,30,2,6.67
70797,7,2,28.57
69779,15,2,13.33
71076,44,2,4.55
64714,30,2,6.67
71892,4,2,50.0
67142,15,2,13.33
63536,36,2,5.56
68715,21,2,9.52
65878,34,2,5.88
71628,72,2,2.78
70181,12,2,16.67
68987,22,2,9.09
70764,27,2,7.41
71032,8,2,25.0
67120,19,2,10.53
64774,49,2,4.08
72542,39,2,5.13
72169,23,2,8.7
63631,21,2,9.52
73335,73,2,2.74
67774,14,2,14.29
69965,17,2,11.76
65336,27,2,7.41
73362,12,2,16.67
73404,75,2,2.67
66916,19,2,10.53
68937,23,2,8.7
69008,111,2,1.8
71005,35,2,5.71
67329,9,2,22.22
70782,51,2,3.92
66713,15,2,13.33
68704,58,2,3.45
66106,24,2,8.33
69194,20,2,10.0
70778,20,2,10.0
70377,52,2,3.85
72209,74,2,2.7
69058,32,2,6.25
70819,17,2,11.76
69550,38,2,5.26
65552,4,2,50.0
68614,41,2,4.88
65765,24,2,8.33
69496,54,2,3.7
67571,36,2,5.56
68886,11,2,18.18
